0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63
0.82324153,1.0945498,1.3631686,0.5713075,1.0719311,1.8051413,2.5178614,0.67969584,2.4347067,1.9034973,3.3954346,1.1489192,1.9371005,1.0288829,1.7855625,0.4691924,1.0416907,1.4404144,0.7421393,0.4155725,0.776093,0.48100615,0.6019257,1.2233965,1.3166205,0.24970411,0.046862185,0.19551925,0.17451982,1.5926472,0.9734618,0.93361145,0.6875911,1.0932604,1.0403377,1.455575,0.903572,2.0447495,0.6277079,1.5529557,1.0479332,0.6415805,0.6191464,1.4695014,0.59428096,1.4990848,0.8432414,0.63535994,1.668148,0.49437714,0.672992,1.2883917,1.6436139,0.46204782,1.4125638,0.9628339,0.6986273,1.1259254,2.0957801,0.5691125,0.9319882,2.4765403,1.7139344,1.9205513
1.7272254,0.43662193,0.63217497,0.57683545,0.50743157,0.5034551,0.78434306,0.91665775,0.75224763,0.53787875,0.8469499,0.59867847,0.9343822,0.6518293,0.68211573,0.9579315,0.95541567,0.6887781,1.0153774,0.9542902,0.5153645,0.9992693,0.57613426,0.39374268,0.7583237,0.5554403,0.68101597,1.4325017,0.179621,0.61515707,0.741045,0.6775636,1.0057291,0.67774636,0.4996659,0.9043431,0.7328679,0.7887028,0.93049663,1.0268992,0.8154106,0.85406226,1.2155691,0.7125276,0.741154,0.63459593,0.892428,0.897182,1.4239107,0.6263643,0.91554016,0.952449,1.1504879,0.68792295,0.78124696,0.52062845,0.6786251,0.4925941,0.9039863,0.46868026,0.32670704,0.5534717,0.8502274,0.7118907
1.4858261,0.68029517,0.83784086,0.5666123,0.59248763,0.82630014,0.86002713,0.5948902,0.82984066,0.8142684,1.312054,0.77964526,1.1482633,0.94800776,0.6999559,0.29325816,1.1355548,0.77838063,1.0393834,0.7314167,0.60436445,1.0238541,0.6477507,0.7466965,0.8844302,0.4003085,0.319057,0.85290796,0.20034893,1.3739185,1.0660137,0.6772845,1.1320933,0.3344841,0.43558082,1.4152325,0.66096115,1.2729526,0.48860493,0.8972621,0.5156207,0.85593504,0.6918914,0.8070708,0.5994584,1.1365381,0.71726847,0.9002676,1.1630663,0.60480505,0.78802323,1.109549,1.2058733,0.74735713,0.9244957,0.5396487,0.76458097,0.55230314,1.0637044,0.4859999,0.48066476,0.6631025,0.65020835,0.927365
1.7379713,0.6184919,0.6675124,0.5557547,0.6242319,0.8243668,0.7279605,1.074819,0.6650067,0.87338096,0.7035331,0.9353861,0.8415037,0.8690982,0.5057226,0.8952174,1.3356844,0.7356325,0.942658,1.4501638,0.52175635,1.1577419,0.87627465,0.6471369,0.8681497,0.7760782,0.8468879,1.7411917,0.22167929,0.3978804,0.47513577,0.9468095,1.1887544,0.7451708,0.33996674,1.103292,0.7405982,0.7982052,1.0917865,1.6674037,0.679586,0.8126628,1.2186522,0.86641127,0.89762086,0.9509924,0.7356615,1.2453159,1.3048927,0.62685806,1.1799487,1.0445454,1.0417829,0.9611092,0.73299855,0.7871379,1.024016,0.32983974,0.84280926,1.2172251,0.8668683,0.9282654,1.086519,0.96241254
0.6389732,0.9954872,1.3211311,0.5411816,0.9880021,1.6320313,1.8956791,0.6377883,2.3649728,1.7422656,3.0602188,1.1392223,1.9817811,1.109316,1.7121376,0.29870784,0.9846898,1.0454292,0.78717977,0.39125076,0.71658045,0.63205314,0.5993907,0.93538207,1.3725175,0.250792,0.024573663,0.16430749,0.08133177,1.4597306,0.77093196,0.95928437,0.7064759,0.8553174,0.97676086,1.3057086,0.8264866,2.0088418,0.60149026,1.3551062,0.9144654,0.5372987,0.54397607,1.4534096,0.585898,1.4328928,0.77037114,0.6003589,1.7676283,0.40733418,0.6108871,1.2909895,1.5243605,0.33298135,1.215787,0.9074667,0.73666817,1.0764619,1.6668204,0.40661407,0.78876734,2.2949,1.5058457,1.8078709
1.9360524,1.0981021,0.80324894,0.94934756,0.8731771,1.4655991,1.083674,0.91896653,0.5117665,1.3007847,1.1850884,0.91457206,1.4474201,1.4423755,0.9745918,1.0480753,2.3733072,1.5546541,0.9610937,1.6723682,0.96201706,1.3712869,0.6345741,0.85125464,1.721734,1.192915,1.3651699,1.9394566,0.12592848,1.1735407,1.1325113,1.4568553,1.4751302,1.3422533,0.51800424,1.8654217,0.90287036,1.9152492,0.6805565,1.8530697,0.989271,1.8383952,0.98829335,1.310304,1.1544915,1.774701,0.98818564,1.4967965,0.9537212,0.7047972,1.0610558,1.3693991,1.8278527,1.1373212,1.2656313,0.8535884,1.5778304,0.49425307,1.7252771,1.4373318,1.2319876,0.7037352,1.3753414,1.5587788
1.5037354,0.98215,1.4510967,0.89701843,1.0936373,0.78458077,0.88644546,1.2949313,1.2230161,0.2023229,1.002232,0.5984778,0.9990806,0.47062585,0.696079,1.3563037,0.5780048,0.703566,1.1942953,1.4317966,0.9703228,0.57871103,0.93226266,0.43186796,0.75754803,1.1349592,0.7710733,1.7653769,0.009774025,0.30392992,0.8343022,0.7295837,0.82129574,0.97978526,1.0692154,1.3679003,1.1198645,0.34015265,2.0457335,0.9749112,0.6330105,0.003109316,1.1012893,1.2314281,1.4580532,0.80307436,0.86977863,0.6830997,1.3548961,1.3760481,1.4333175,1.0365505,0.8059867,0.45114112,0.4806273,1.2600943,0.69705635,1.1976982,1.0691475,0.8324041,0.9836057,1.2113986,0.8340741,0.7735255
1.4410437,0.9141724,1.0749011,0.75563294,0.84976035,1.4882182,1.2881259,0.74741954,0.93699807,1.5560006,1.5956429,0.7729707,1.8815209,1.1978914,1.1487051,0.45067444,1.7907015,1.3637328,1.0126287,0.95384604,0.90558356,1.1992909,0.792764,1.1132429,1.5972904,0.7609441,0.49322617,0.94904894,0.03199643,1.4169852,1.4939032,1.3951334,1.210822,0.92614,0.61241126,1.7793835,0.54330903,1.7596884,0.42306086,1.4536357,0.9115035,1.1864986,0.57122415,1.0963551,0.7589419,1.7198266,0.81992054,1.0267397,0.9223022,0.6639219,0.7639742,1.266662,1.9178866,0.85023737,1.2600155,0.68764836,1.3202271,0.68611246,1.8226262,0.65873677,1.2376914,0.89483786,1.2718157,1.789014
0.56062376,1.0285072,1.3360062,0.5236866,1.0350016,1.6964536,2.1735127,0.66024303,2.6272948,1.57443,2.9163084,1.0804106,1.9674159,1.3018748,1.763889,0.4097801,0.92454934,1.1204981,0.68048745,0.40987417,0.6952608,0.5752547,0.5509678,0.77018756,1.3122238,0.26969817,0.053126473,0.23535313,0.08722672,1.3002139,0.9850169,1.0182619,0.71014714,1.0841761,1.0482079,1.2710996,0.9066661,2.0128906,0.58513385,1.5159327,1.0315789,0.5848233,0.5265563,1.7237453,0.5610492,1.4853945,0.85787725,0.58966154,1.9326757,0.6653243,0.61711293,1.062633,1.6684108,0.38409737,1.4999014,0.98198575,0.9827874,1.0456539,1.731792,0.6035386,0.7665263,2.622598,1.6298283,1.7494488
0.7436965,0.8244588,1.1271409,0.51725906,0.9541829,1.5166227,2.1099539,0.6173446,2.4119847,0.9326735,2.4293087,1.1055562,1.6818981,0.9686548,1.6810967,0.45673275,0.6847708,1.2838343,0.8642092,0.38375008,0.66582114,0.73758626,0.49270737,0.7830722,1.0683872,0.28563353,0.082900144,0.30237648,0.14564171,1.0128231,0.92766756,1.0338473,0.6926946,1.2631339,0.9367699,1.2528318,0.9145491,1.7872425,0.6884181,1.4087247,0.87585574,0.5025706,0.5744682,1.6542295,0.36033082,1.1721691,0.58099955,0.64070654,2.0617788,0.83952475,0.61151177,0.9191847,1.3398461,0.39042854,1.1170151,0.97859955,0.9279866,1.1727151,1.5855803,0.84869844,0.87049085,2.4974473,1.4629593,1.3085061
1.3761634,0.83836013,0.991427,0.7675104,0.760077,1.435556,0.9598802,0.57481843,0.836116,1.3929929,1.3314551,0.97526723,1.6541086,1.2632989,1.0624701,0.5348295,1.7692705,1.2720445,0.92002684,1.0371572,0.7744821,1.0757432,0.8143546,1.0392759,1.4022079,0.72557193,0.5597953,1.0315973,0.09109485,1.3228363,1.5167454,1.0566069,1.201251,0.8134989,0.57330084,1.4326404,0.66503185,1.7119433,0.35620368,1.3994728,0.84299606,1.1596438,0.6737011,1.0515268,0.78848696,1.5510235,1.0148273,0.9007364,0.992451,0.72440577,0.83921224,1.3142756,1.8036517,0.8367484,1.3907261,0.67967343,1.3369508,0.6153918,1.5608225,0.61562043,0.8994665,0.6777924,0.95306873,1.5617532
0.52095217,1.6130285,1.0948082,1.2069478,1.4158438,1.0269436,1.1965405,1.6626444,2.3989651,0.78971577,1.4109622,1.9963869,1.5628167,0.74841046,0.67756134,0.72040653,0.9920078,1.838861,0.6377544,2.4428022,1.4529424,0.47486603,1.2409421,0.45789775,0.7607693,0.906195,0.3757803,1.9842685,0.017058792,0.7779642,1.1659985,0.8652049,2.1973855,1.9923877,1.0623432,1.3740295,1.3250762,0.6516229,1.6003498,1.6760305,1.3026758,0.09273382,1.0323219,2.2087603,1.3570093,1.3965521,0.89478606,0.85049033,2.9257782,1.4221463,1.111094,0.7939022,0.74110746,0.77322024,0.25560993,1.0431973,0.8738525,2.0656412,1.6014867,2.3355787,1.6162558,1.8736061,2.3370864,1.6246171
1.6505098,0.48244688,0.68421125,0.5313507,0.6124346,0.67937946,0.75571704,0.9362419,0.57609373,0.5451011,0.6880935,0.8569924,0.8440426,0.6164984,0.36670032,0.6697478,1.2441806,0.68474144,1.0819817,1.496245,0.6731057,1.0609069,0.63716453,0.6567318,1.0481043,0.64139503,0.6629691,1.5294309,0.23566125,0.745776,0.50876623,0.86603945,1.3727264,0.6893551,0.33122697,1.0108131,0.5716965,0.78208023,0.90759295,1.0916241,0.6654988,0.7376104,1.0551502,0.86005735,0.8861098,0.8797247,0.6672215,0.8337953,1.0807527,0.45937988,0.98261714,0.96353096,0.9667769,0.84951705,0.6312359,0.59863895,0.70345813,0.43108487,0.95691204,0.7687486,0.91571593,0.7139421,0.88514924,0.8522728
2.1699548,1.0314332,0.64932007,0.9621534,0.7848633,1.2661104,0.80029315,1.0359907,0.4454384,1.1668154,0.9409919,1.3948268,1.0977582,1.5366596,0.532008,1.1682638,2.4468648,1.6086645,1.2438112,2.2098324,1.0835124,1.3206724,0.7683821,0.75361174,1.4708847,1.243389,1.5372242,2.2669146,0.30881277,1.0086669,1.0525602,1.2783903,2.0006325,1.0326662,0.6046629,1.4701896,1.3015857,1.8297905,0.7862797,1.7640119,1.0027652,1.9628266,1.2713304,1.2913038,1.4615082,1.4155846,1.338267,1.6438513,1.0205259,0.7485129,1.350557,1.3637193,1.5080374,1.1426488,1.5520988,0.8575497,1.4211916,0.5042038,1.5587745,1.8096675,1.0516992,0.58236045,1.2864935,1.4846493
1.5049504,0.7880316,0.8387534,0.82340544,0.7221728,0.753285,0.6788018,1.4540561,0.74450016,0.49839783,0.8497718,1.2425058,0.78402257,0.60938245,0.50850224,1.0084957,0.6192134,0.697118,0.9017062,1.0960655,0.69469064,0.8265814,0.9536881,0.8788934,0.40293065,0.7833004,0.70342535,1.8229219,0.095071875,0.3131584,0.758702,0.83983904,0.78366184,0.52211356,0.9307037,0.8769388,1.0163482,0.3965505,1.6533898,1.1495905,0.41948888,0.5028265,1.1228483,0.75627065,0.8992465,0.3267466,0.59487695,0.58279514,1.4621917,0.9758174,1.271232,0.86349684,0.77591115,0.6925275,0.648871,0.8315606,0.61581916,0.8994407,0.6201747,1.1284504,0.97317433,1.0011107,0.89212424,0.75463706
2.1069095,0.85638285,0.5624948,1.1753817,0.8853369,0.9709532,0.8585897,1.1921719,0.40407968,0.68798727,0.86054355,1.5027004,1.3767552,1.6976906,0.75658464,1.905436,1.9961411,1.6032654,1.0964564,2.2793036,1.2233168,1.6754023,0.86909646,0.81652945,0.76728743,1.5491983,2.1836238,2.7969348,0.08575734,0.08730637,0.85318214,1.6164373,1.5914892,1.2901273,0.61196417,1.4619337,1.9610304,1.2341255,1.8607439,1.921,0.9707239,1.9801874,1.7458628,1.333274,1.7901264,1.1494273,1.512147,1.4625087,1.1006633,0.957314,1.2361606,1.6892071,1.4044032,1.2288784,1.3411409,1.0419341,1.7720345,0.3729036,1.5335263,1.6061739,1.0860339,0.63978523,1.1679229,1.2690967
1.1639152,1.6056069,1.0141869,0.82527,1.3786931,0.90407443,1.430605,1.2069218,2.256892,0.46194544,1.2122983,1.0330054,1.5608169,0.30978855,0.71216947,1.4274966,0.7911635,0.93163556,0.7927224,1.8051385,1.1913812,0.32929713,1.023375,0.6794567,0.9495178,1.0685836,0.2160145,1.4463516,0.02336874,0.38020778,1.0003237,0.59564066,1.0952619,1.6229048,0.9793264,1.0910647,0.981232,0.43720272,2.024206,1.4072957,0.7843531,0.05143859,0.7438418,1.7082866,1.791884,1.364706,1.2971317,0.25248656,1.7925886,1.2562733,1.3071758,0.6136823,0.87047577,0.5682852,0.3478724,1.4608544,0.910131,1.6316246,1.1961173,1.5434189,1.4763469,1.7471657,1.6181182,1.2043842
1.1232141,0.86479634,1.302015,0.5881773,0.90582687,1.3575436,1.5172871,0.5536259,1.753173,1.4914461,2.756195,0.95056707,1.7924715,0.8571951,1.4187945,0.31531182,0.960864,1.0987374,1.0486262,0.3486378,0.721705,0.72748464,0.70666605,1.2001072,1.2567517,0.15672691,0.002538085,0.31168377,0.04946999,1.3879523,1.1410367,1.0105237,0.7017332,0.5904996,0.86038,1.5868729,0.82218343,1.814279,0.6103802,1.2703116,0.83917236,0.52217525,0.5014953,0.786428,0.61660355,1.338431,0.76809615,0.6468219,1.497551,0.50939554,0.68602103,1.3595105,1.4892832,0.46740553,0.9699475,0.6943148,0.6721966,0.86876506,1.6505021,0.3185755,0.7998864,1.7993459,1.122948,1.7049459
1.1783568,0.820852,1.1303707,0.6038333,0.7212054,1.0456316,1.0483192,0.4720085,1.3893814,1.3101147,2.1721704,0.7849641,1.6199383,0.79994535,1.0618299,0.031317472,0.95052034,1.009273,1.03662,0.5019311,0.6608731,0.8249957,0.7835734,0.96326643,1.0823897,0.12173926,0.051220912,0.46592203,0.020210495,1.4162337,1.179485,0.7088516,0.7977988,0.28047323,0.65202993,1.2379088,0.7077666,1.6061715,0.51291543,1.0366765,0.6874601,0.6551213,0.5434659,0.703845,0.5882446,1.323425,0.6810841,0.71979094,1.2245344,0.61823237,0.70122975,1.3649125,1.4351916,0.5747115,0.9266427,0.5490733,0.83664507,0.6867706,1.2930294,0.31491378,0.63962793,1.1469488,0.8029162,1.4202024
0.58455753,1.2968222,1.0365143,1.0956885,1.4660093,0.92967635,1.1565009,1.5377258,2.5407062,0.64535856,1.5886365,1.4517528,1.4018931,0.581435,0.8642895,0.9907265,0.85789627,1.5706371,0.71537685,1.5407022,1.378899,0.33049008,1.0183986,0.8865163,0.6458521,0.96085674,0.2809917,1.3855759,0.017508268,0.448581,1.1837107,0.78309757,1.6516695,1.858401,0.99688333,1.2429417,1.4883002,0.68617296,1.7854848,1.401331,1.0026255,0.16404694,0.7659038,2.1222587,1.5605769,1.8406407,0.7268979,0.45114386,2.3648365,1.4444374,1.2969562,0.54478145,0.69898057,0.65255755,0.48604593,1.1196952,0.77475053,2.1265306,1.5126309,2.0183153,1.6562878,1.7874703,2.042865,1.399908
0.66405517,0.851357,1.1242946,0.47486028,1.0739881,1.2219725,1.6086737,0.5150741,2.4291909,0.8826496,1.9643718,1.120407,1.8218454,0.95865124,1.2534925,0.44699404,0.69382143,1.1930355,0.8147812,0.50224847,0.6435544,0.58040625,0.63126904,0.82521445,1.0030848,0.3838403,0.06661437,0.5103466,0.06910918,0.8953569,0.91115445,0.96950024,0.99414665,1.377633,0.8850313,1.0284138,0.785209,1.6249882,0.80980843,1.4072171,0.8302815,0.39237055,0.64485925,1.4424658,0.38330325,1.1454747,0.860588,0.60097295,2.3547773,0.8642442,0.5788893,0.8509796,1.3393656,0.35100046,0.7531779,0.9964641,1.0499055,1.1187673,1.3948512,0.8905522,0.89676934,2.2129166,1.4889942,1.325634
1.2659482,0.9610011,1.2938025,0.87760806,1.0136485,0.73205274,0.85567474,1.5134732,1.2823148,0.16044103,1.3391342,0.5337368,0.8335492,0.3349705,0.8265268,0.70135707,0.42856598,0.73973006,0.9962747,0.71091443,0.9165211,0.6453593,0.6123998,0.65810233,0.5903464,0.818168,0.4349939,1.0660065,0.012167563,0.48379728,0.7950704,0.62949854,0.79223585,0.69371504,1.0669242,1.2295524,1.0033278,0.40053913,1.7475563,0.758992,0.5966012,0.071337245,0.8217209,1.1309673,1.4046484,0.52668846,0.44794264,0.20468919,1.3935276,1.2443736,1.415465,0.99576443,0.6951344,0.35433277,0.43961036,1.2173426,0.6269123,1.2422811,0.9349649,0.820842,0.82035565,1.2950068,0.87153107,0.7833839
1.240623,0.84246445,1.0850619,0.7618642,0.8076808,1.3821009,0.97811437,0.4760724,1.0079219,1.2853789,1.6040434,0.82949144,1.6273361,1.1809641,1.1486862,0.34271315,1.6386057,1.2493507,0.8577599,0.662108,0.8576378,0.94704026,0.766155,0.8232158,1.2990736,0.5773609,0.47834948,0.79112643,0.019573936,1.5086827,1.3886281,0.9747245,1.0353471,0.6080738,0.5953071,1.3904425,0.64708143,1.6070151,0.47951266,1.490029,0.8932471,1.2173274,0.7175234,1.0124131,0.73551756,1.5810528,0.8290706,0.9695487,1.0242468,0.79627275,0.79099435,1.387454,1.8161712,0.7592177,1.226839,0.6504228,1.0673479,0.6460282,1.4550272,0.5604306,0.7607451,0.91746205,0.99285084,1.4441881
2.511489,1.266584,0.6323304,1.2337698,1.0549804,1.0844918,1.0713153,1.1442239,0.40374675,1.4276319,0.99971014,1.5078532,1.6579868,1.9262019,0.86444354,1.9823672,3.063481,2.0628018,1.2613884,3.161586,1.2134414,1.8148907,0.7293044,0.7977788,2.0684783,1.6250352,2.4718533,3.1075542,0.06728201,0.85834366,1.3876475,1.9558587,2.0699787,1.7651734,0.6986894,1.8921598,1.6511073,1.9987811,1.1957949,2.439456,1.1694841,2.9073877,1.6504831,1.706502,1.872105,1.7055038,1.4693357,2.1668427,1.3866447,0.8470151,1.416865,1.9763317,1.8468204,1.553442,1.7556893,1.1260878,2.1061566,0.43230808,2.0063186,1.9541117,1.3772846,0.78106314,1.590026,1.8806518
1.958568,1.1317941,0.78464746,1.0040079,0.88390446,1.4846368,0.97392625,0.87065774,0.47456253,1.4154325,1.3238412,1.3019563,1.5909191,1.676003,0.81053275,0.9699667,2.4984334,1.6398515,0.9498399,1.7600464,1.0340298,1.4204458,0.65021485,0.79001874,1.65197,1.2125903,1.5518695,2.0291038,0.2632666,1.2634374,1.3230623,1.3200074,1.808354,1.0325264,0.53953546,1.6197643,1.2615876,2.0500014,0.6248072,1.858332,1.0683838,1.9928446,1.1399027,1.3836943,1.1682867,1.6837,1.3870167,1.6534675,1.0182813,0.8861235,1.2310036,1.461503,1.9162579,1.1849914,1.5745414,0.8917992,1.5783409,0.5163397,1.7295073,1.5215359,1.045908,0.5398542,1.2393386,1.5382267
2.1384518,1.3777405,0.8565237,1.1628312,1.1172329,1.5164042,1.3059369,0.9167831,0.48186603,1.7671065,1.4113364,1.6745939,1.9352046,1.94247,0.9068229,1.2597462,3.0887654,2.1334805,0.9278578,2.3769407,1.2526804,1.6049995,0.678696,0.9055269,2.0808895,1.4346184,2.0638196,2.6242642,0.14705248,1.3674072,1.2976507,1.7138615,1.9437546,1.3049116,0.6320047,1.9499098,1.5070359,2.2203128,0.74962234,2.5396974,1.262067,2.4411743,1.3086356,1.5719029,1.3573276,1.9628886,1.3856983,2.0430975,1.1204318,0.9602611,1.2641269,1.8798901,2.2114215,1.4067702,1.9176064,1.0885016,2.142576,0.54684,2.0932434,1.8711319,1.2355112,0.66976506,1.6032724,1.8728012
