Componente 1,Componente 2
6.2245307,10.942221
5.7179956,7.6449637
5.2466464,7.3559513
5.161502,7.4804916
5.079853,7.5816135
4.9564676,7.992184
4.9706798,8.097373
5.0799036,8.259854
1.0883075,11.457044
1.2005813,11.652744
1.0649565,11.470028
1.0807413,11.499368
0.9603336,11.337828
1.4781053,12.906768
1.5943923,13.447322
1.5512271,13.454509
1.4857637,13.048464
1.4859475,13.0031
1.4828428,12.946342
1.4983989,12.966056
1.4765135,12.927373
1.4540411,12.875743
3.8215294,10.282201
3.7897644,10.240482
3.7966566,10.245236
3.826829,10.26758
3.802292,10.239329
1.9168648,10.565868
3.8051379,10.233725
3.8239737,10.223953
3.727013,10.215168
3.7028213,10.176524
3.7291422,10.207934
3.8227396,10.205746
3.718311,10.20109
3.579581,10.097231
3.5759382,10.084833
3.5290563,10.094263
3.4528217,9.958783
3.4100153,9.948998
3.3055692,9.746915
3.5426698,8.826181
2.3933024,5.066297
2.5120754,4.958041
2.7283232,4.3668504
2.732166,4.408161
2.734927,4.369436
2.641416,4.4113264
1.5833827,4.3689833
0.7032814,4.5620623
0.70742077,4.5441513
0.66362906,4.5537095
0.6620927,4.563282
0.7047364,4.5799603
0.6205139,4.601322
0.40662903,5.269561
0.32348073,4.921405
0.29057276,5.2355337
0.1966445,5.234897
0.23379008,5.2558703
0.20417859,5.26755
1.7118634,5.6375885
1.469064,5.479008
1.7514642,5.096742
1.6900201,5.0048347
1.6615456,4.897894
2.7450416,4.325231
3.499252,3.990247
3.6606991,3.960896
3.7498324,3.9210467
3.8534224,3.9276187
4.4834676,3.9712255
3.806526,3.930074
4.008256,4.238039
5.0652113,7.1038566
5.186661,7.2309203
5.188489,7.2241964
5.1751614,7.187435
5.13753,7.5050044
4.999655,7.9859242
4.8193264,8.836781
4.8464575,8.977561
4.8316627,8.962793
4.820867,9.615536
2.815407,10.573623
2.947306,10.503386
2.400581,8.671979
4.980638,8.600831
5.7544985,10.360518
5.9279695,10.437348
5.9399557,10.405857
5.957926,10.388852
5.9387712,10.437163
6.3155875,10.863496
6.4481645,10.9097805
6.3964014,10.882306
6.067492,10.370956
5.969423,10.414182
6.0454807,10.573529
5.9869933,10.669968
5.997712,10.371445
5.9791,10.31753
2.603216,8.233752
2.6025524,8.235923
5.108546,7.583229
5.132889,7.3319025
4.7531347,6.2757826
2.4910588,4.3498554
2.374612,4.324162
2.1216404,4.2847767
2.4053607,4.305166
2.4485736,4.300001
2.2962203,4.280578
2.3156245,4.25488
2.3582633,4.231175
2.527122,4.216767
2.411413,4.2653623
2.4585917,4.310665
3.8501189,5.53294
3.8324096,5.5046096
3.8660576,5.486927
2.3594708,4.313691
2.1875758,4.2725196
1.9987122,4.280162
1.8932148,4.2531404
1.6877465,4.2071047
1.6753384,4.246665
1.54954,4.319
1.4899886,4.334499
1.4276122,4.3948364
0.9046934,4.618657
0.8729252,4.6823163
0.87619597,4.64329
0.87726855,4.6552396
0.8107858,4.6867056
1.2693385,4.444795
1.5912977,4.2895346
1.8765061,4.252302
1.8353673,4.2092075
1.8843898,4.231161
1.9000477,4.2153096
1.9043263,4.20513
1.8485038,4.2413816
1.6966534,4.2996483
1.6091303,4.3066916
1.2081727,4.365956
0.56116205,4.586439
0.56932896,4.7727146
0.5553739,4.6687045
0.5934838,4.8455367
0.5676152,5.008448
0.6252923,5.195703
0.664859,5.595989
0.5582707,5.6615148
0.565983,5.5463076
0.6289114,5.1452665
0.62404746,5.0450096
0.7377007,4.964607
0.80757195,4.9115067
0.9236785,4.719496
1.5641974,4.394622
1.868024,4.259854
2.254901,4.2382684
2.1813266,4.2205963
2.3024344,4.2358394
2.2460828,4.222981
2.2584574,4.137504
2.2110596,4.1983094
2.1958625,4.258226
1.8762902,4.533578
2.3242605,5.2835464
2.0919569,8.350986
1.873341,8.474206
1.721953,8.539219
1.8947711,8.829002
1.8220391,8.693972
2.148964,8.944544
1.6603643,8.600556
1.6361734,8.572977
1.6517059,8.629518
1.4272431,8.580827
1.1390938,8.692215
0.9287285,8.590569
0.959979,6.137469
1.6240792,4.905376
1.8428413,4.281736
3.2876623,4.2195363
3.8366225,4.1374493
3.929997,4.0374556
3.3380675,4.228121
3.9194164,4.0298653
3.757907,4.0043592
3.3693187,4.1036353
2.5468583,4.760718
2.26228,5.556679
4.2034254,9.016914
4.7775707,10.082296
4.7517824,9.983925
4.722245,9.977315
4.7429843,9.958334
4.4372525,9.464544
4.3380666,9.327205
4.340873,9.32839
4.3827176,9.424868
4.435721,9.342106
4.6467485,9.206323
4.68244,9.175325
4.821287,9.139165
4.9334154,9.133922
5.4132805,8.629604
5.589156,8.490532
5.7585406,8.622406
6.500816,6.502935
6.4440985,6.3680587
11.941355,9.688016
6.508913,8.859489
6.331716,8.072398
6.1850805,9.011457
6.537189,9.900516
6.5121546,10.020118
6.4500165,10.0812235
6.1733603,10.27371
6.0796423,10.330228
6.0318847,10.3446665
6.059001,10.3476
6.0557547,10.306741
6.030744,10.333055
6.026352,10.2678795
6.048489,10.326264
6.140215,10.361958
6.2269363,10.35286
6.2818885,10.420078
6.293028,10.438305
6.237576,10.48887
6.6817293,9.977656
6.736528,5.0450497
6.7294955,4.963833
6.6811194,4.887851
6.6341677,4.819945
6.3150125,4.6160793
6.162931,4.5251107
4.869347,3.9410675
4.119725,4.0364046
4.077155,4.0075135
3.9474826,4.0137672
3.902856,4.088568
4.037862,4.2057705
4.2073517,4.4120245
4.342548,4.5527315
5.314349,6.237404
5.1469445,7.7009625
0.72606456,5.2746725
2.710706,4.744854
2.8474853,4.760362
5.3609676,6.169206
5.313369,6.2639165
5.393905,6.3384943
5.096767,7.394861
5.987935,7.7298617
5.9579835,7.0119367
5.889196,6.739678
5.9361324,6.7154045
5.9292192,6.6863127
5.9082947,6.7152815
5.7824316,6.763437
5.79103,6.7634583
5.715365,6.7647557
5.481786,6.805409
5.529445,8.863426
5.9476643,10.235529
5.9900603,10.273536
5.9546094,10.2569895
5.9673104,10.293613
5.8846526,10.225282
5.943741,10.282276
5.9650745,10.257043
5.891681,10.220987
5.9210877,10.227377
6.115647,10.605962
6.1121807,10.769694
6.4455347,10.983747
6.455477,10.991626
6.4659495,10.943031
6.6734905,10.94873
6.7561336,11.023381
6.7654886,11.025499
6.795375,11.076999
6.783491,11.023771
6.67914,10.917112
6.440601,10.138791
5.6865973,6.984091
5.685463,6.8940964
5.689682,6.9402385
5.7919044,6.960589
5.910041,10.305501
5.9113235,10.296857
5.917977,10.340813
5.956326,10.365216
6.0082674,10.369775
5.992202,10.338192
6.0077615,10.319531
6.039266,10.328833
6.0779243,10.331322
6.155134,10.328091
6.339222,9.894963
6.5164137,9.087205
6.5561075,9.023112
6.3034663,6.6073117
6.4014306,6.425495
6.4439516,4.89781
6.409848,4.818875
6.4669294,4.88442
6.0940037,6.597183
6.011164,6.7441525
4.6302195,7.379648
4.705758,7.37936
4.6275344,7.3572206
5.123806,7.6705055
5.2221203,7.402299
5.195778,7.4007273
5.21882,7.088926
5.240254,6.7693267
5.272126,6.734134
5.302402,6.782046
5.2252784,6.896899
5.2329545,7.0289707
5.3596125,7.3512793
5.463617,7.3643856
5.788372,7.4532037
5.9484878,7.496634
5.99531,7.3996944
6.0291224,7.326318
6.026906,7.229074
6.060581,7.3787713
6.0912395,7.748895
6.058192,7.6738014
5.9161406,7.5920444
5.251292,7.3492236
5.29138,7.2648735
5.336838,7.2232323
5.306858,7.3117266
5.2835274,7.2775154
2.9040148,4.66684
2.3859873,4.537938
1.9239537,4.583097
1.8249584,4.513445
0.6191922,4.597089
0.5773107,4.9983487
0.9727413,5.4827714
1.0459373,5.6245127
0.8857199,4.834978
1.1553447,4.326147
1.1277845,4.2040715
1.5532643,4.200946
1.9070946,4.0341406
1.9588628,4.0228553
3.0224855,4.2806296
1.9890006,4.0009227
1.9639062,4.0276556
1.9243731,4.03398
1.8413091,4.083552
1.70868,5.2548766
1.6501862,5.7040377
1.0126642,6.300243
1.1021434,6.329725
1.7455503,6.219589
2.3184257,7.077645
2.3650262,7.2534776
3.1779158,9.30707
1.253846,10.377259
1.042281,10.614692
1.1517005,10.445741
1.1613978,10.262819
1.106076,10.393587
1.1400434,10.488596
1.1625512,10.4776945
1.9954154,7.173088
1.9495529,7.079708
1.8185791,6.7302356
1.7558619,6.71716
1.7913992,6.7710934
1.8507268,6.8107376
2.0953012,6.99991
2.1072707,7.0882473
2.1083815,7.074433
2.022349,7.273685
2.2321372,7.4730725
2.5125291,7.7705755
2.5333278,7.8251696
2.5856695,7.855545
2.5539646,7.868248
2.5600233,7.894983
2.5440326,7.7955475
2.5078015,7.8947015
2.4909222,7.9108124
2.5193455,7.936968
2.60515,7.94439
2.895082,8.067585
3.2730768,8.3156
3.5617638,8.566002
3.664761,8.559729
4.712334,7.8527436
4.875428,7.6948442
5.73512,6.7332864
5.8716626,6.6262465
5.949208,6.5408273
5.9081054,6.5176597
5.886939,6.5023236
5.772387,6.6653857
5.6729302,6.669475
4.732229,7.1942215
4.2699842,8.210928
3.9891348,8.489647
3.8514426,8.636765
3.776944,9.444894
3.6739771,9.635389
3.6629057,9.725079
3.7098475,10.114892
3.5907753,10.168785
3.5756943,10.198499
3.6654103,10.382775
3.7194996,10.446963
3.8343909,10.644592
4.151382,11.10844
4.285703,11.164373
4.381145,11.210812
4.382943,11.179649
5.968681,10.122588
6.0014977,9.790328
6.020067,9.871225
6.0498843,9.969859
6.1516175,11.017996
6.193728,11.1746645
6.0520267,10.764637
6.0245705,9.813576
6.145479,8.506501
6.0893455,8.355604
6.0647635,8.2013855
5.9695945,8.324486
5.765107,8.628789
5.7113566,8.778629
5.719877,8.803769
5.706439,8.774118
5.69085,8.77479
5.7082863,8.791939
5.662587,8.79604
5.7467527,8.85257
6.035326,10.688543
6.1207676,11.031743
6.135619,11.126534
6.0849924,10.976859
6.1073475,11.117218
5.767322,12.229677
