stationId,latitude,longitude,year,month,day,wd,WSPM,AQI,Notes
aotizhongxin,39.9829,116.3974,2013,4,22,207.19,1.7,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,4,23,187.5,1.36,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,4,24,140.62,1.93,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,4,25,132.19,2.3,1.0,Urban
aotizhongxin,39.9829,116.3974,2013,4,26,140.62,1.34,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,4,27,114.38,1.44,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,4,28,136.88,1.29,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,4,29,201.56,2.25,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,4,30,111.56,1.58,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,1,171.56,1.95,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,2,169.69,1.75,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,3,180.94,2.08,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,4,208.12,1.86,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,5,142.5,1.43,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,6,160.31,1.52,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,7,151.88,1.46,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,8,163.12,1.62,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,9,191.25,1.09,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,10,224.06,2.33,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,11,180.94,1.7,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,12,128.44,1.38,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,13,122.81,1.39,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,14,125.62,1.83,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,15,162.19,1.49,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,16,159.38,1.6,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,17,214.69,1.55,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,18,180.94,2.27,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,19,206.25,3.08,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,20,223.12,3.25,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,21,89.06,1.39,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,22,174.38,1.17,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,23,159.38,1.03,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,24,60.94,1.38,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,25,134.06,1.37,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,26,105.0,1.34,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,27,154.69,1.1,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,28,195.0,1.72,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,29,210.94,2.61,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,30,184.69,2.45,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,5,31,220.31,1.76,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,1,108.75,1.3,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,2,106.88,1.13,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,3,150.94,1.06,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,4,90.94,1.34,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,5,97.5,0.92,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,6,61.88,0.9,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,7,104.06,0.92,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,8,78.75,0.89,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,9,73.12,1.48,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,10,166.88,0.99,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,11,116.25,1.43,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,12,164.06,1.4,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,13,150.0,1.45,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,14,211.88,1.97,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,15,140.62,1.11,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,16,34.69,1.27,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,17,142.5,1.34,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,18,159.38,1.51,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,19,147.19,1.12,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,20,120.94,0.85,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,21,193.12,1.79,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,22,117.19,1.18,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,23,174.38,1.41,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,24,131.25,1.3,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,25,108.75,1.09,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,26,150.0,1.54,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,27,117.19,1.55,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,28,105.0,1.12,6.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,29,36.56,1.06,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,6,30,123.75,0.8,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,1,49.69,1.38,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,2,161.25,2.03,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,3,157.5,0.92,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,4,95.62,1.1,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,5,136.88,1.65,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,6,144.38,2.2,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,7,195.0,1.18,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,8,140.62,0.91,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,9,75.94,0.97,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,10,97.5,0.74,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,11,164.06,0.95,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,12,173.44,1.5,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,13,203.44,1.15,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,14,163.12,1.24,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,15,114.38,0.75,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,16,121.88,1.8,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,17,157.5,1.49,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,18,197.81,1.46,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,19,241.88,1.19,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,20,101.25,1.25,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,21,167.81,1.21,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,22,192.19,1.02,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,23,234.38,2.06,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,24,126.56,1.22,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,25,120.94,1.33,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,26,83.44,1.14,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,27,58.12,0.74,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,28,172.5,1.16,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,29,154.69,1.12,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,30,132.19,1.36,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,7,31,150.94,1.45,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,1,140.62,0.83,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,2,165.94,1.12,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,3,165.0,1.52,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,4,159.38,1.6,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,5,205.31,1.21,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,6,157.5,1.21,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,7,75.0,1.38,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,8,248.44,1.26,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,9,148.12,1.02,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,10,133.12,1.45,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,11,143.44,1.08,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,12,225.94,1.6,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,13,210.94,1.42,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,14,142.5,1.44,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,15,194.06,1.04,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,16,105.0,1.05,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,17,141.56,1.45,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,18,135.0,1.55,1.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,19,110.62,1.11,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,20,95.62,1.08,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,21,145.31,1.34,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,22,117.19,0.78,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,23,128.44,0.9,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,24,101.25,0.98,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,25,174.38,1.61,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,26,120.0,1.5,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,27,85.31,1.29,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,28,146.25,0.88,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,29,150.0,2.57,1.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,30,110.62,1.5,1.0,Urban
aotizhongxin,39.9829,116.3974,2013,8,31,126.56,1.44,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,1,107.81,1.38,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,2,138.75,1.12,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,3,122.81,1.23,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,4,149.06,1.12,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,5,142.5,1.15,1.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,6,165.0,1.13,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,7,81.56,1.0,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,8,81.56,1.05,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,9,181.88,1.39,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,10,116.25,1.29,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,11,135.94,1.6,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,12,134.06,0.96,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,13,122.81,1.34,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,14,145.31,1.01,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,15,115.31,1.0,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,16,137.81,1.19,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,17,103.12,0.73,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,18,89.06,0.8,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,19,143.44,1.34,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,20,87.19,1.05,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,21,155.62,1.61,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,22,120.0,0.7,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,23,71.25,1.82,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,24,82.5,1.46,1.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,25,166.88,1.35,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,26,118.12,1.15,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,27,119.06,0.86,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,28,92.81,0.71,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,29,51.56,0.92,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,9,30,150.94,0.55,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,1,130.31,0.82,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,2,177.19,1.57,1.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,3,91.88,1.14,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,4,123.75,0.9,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,5,71.25,0.88,6.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,6,92.81,0.73,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,7,66.56,1.35,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,8,163.12,1.6,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,9,48.75,1.02,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,10,108.75,2.62,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,11,143.44,1.15,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,12,62.81,0.92,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,13,86.25,0.76,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,14,105.94,1.19,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,15,139.69,1.24,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,16,184.69,1.03,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,17,108.75,0.95,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,18,97.5,0.91,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,19,107.81,2.05,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,20,162.19,1.0,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,21,125.62,1.07,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,22,117.19,1.25,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,23,121.88,1.58,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,24,131.25,1.99,1.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,25,107.81,1.0,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,26,145.31,0.86,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,27,68.44,0.67,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,28,81.56,0.8,6.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,29,84.38,1.73,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,30,93.75,0.85,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,10,31,93.75,0.64,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,1,141.56,0.83,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,2,196.88,1.02,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,3,108.75,1.75,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,4,147.19,1.05,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,5,87.19,0.95,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,6,106.88,2.52,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,7,174.38,1.34,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,8,95.62,0.76,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,9,45.94,2.06,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,10,153.75,1.96,1.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,11,169.69,1.48,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,12,141.56,0.99,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,13,64.69,0.95,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,14,200.62,1.76,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,15,193.12,1.04,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,16,143.44,2.92,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,17,130.31,2.32,1.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,18,69.38,2.12,1.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,19,145.31,1.05,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,20,110.62,0.95,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,21,147.19,1.03,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,22,175.11,0.72,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,23,141.56,1.05,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,24,113.44,1.94,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,25,177.19,2.01,1.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,26,204.38,3.36,1.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,27,236.25,4.4,1.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,28,124.69,1.73,1.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,29,207.19,0.98,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,11,30,76.88,1.93,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,1,154.69,0.95,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,2,167.81,0.74,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,3,85.31,1.02,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,4,111.56,0.83,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,5,110.62,1.92,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,6,168.75,1.13,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,7,53.44,1.07,6.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,8,103.12,2.62,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,9,75.0,2.21,1.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,10,220.31,2.53,1.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,11,195.94,2.06,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,12,166.88,2.5,1.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,13,178.12,1.43,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,14,143.44,1.42,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,15,120.0,1.08,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,16,45.0,1.1,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,17,48.75,2.36,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,18,115.31,1.62,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,19,115.31,1.47,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,20,82.5,1.45,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,21,158.44,1.07,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,22,131.25,1.11,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,23,136.88,0.78,4.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,24,44.06,1.23,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,25,135.0,2.61,5.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,26,63.75,3.0,1.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,27,148.12,1.53,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,28,186.56,1.49,1.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,29,238.12,1.1,3.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,30,235.31,2.24,2.0,Urban
aotizhongxin,39.9829,116.3974,2013,12,31,243.75,2.84,3.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,1,194.06,1.28,3.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,2,82.5,1.0,5.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,3,93.75,2.13,2.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,4,72.19,1.31,4.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,5,128.44,1.68,3.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,6,237.19,1.6,4.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,7,59.06,2.21,3.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,8,139.69,2.7,1.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,9,210.0,2.14,2.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,10,159.38,1.42,2.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,11,130.31,1.35,3.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,12,113.44,2.02,1.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,13,130.31,0.99,3.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,14,148.12,1.35,3.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,15,191.25,0.91,5.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,16,105.0,1.38,6.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,17,236.25,1.51,4.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,18,161.25,1.84,2.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,19,165.94,2.85,3.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,20,165.94,3.45,1.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,21,139.69,1.52,2.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,22,140.62,1.08,4.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,23,52.5,1.28,5.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,24,69.38,1.07,5.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,25,72.19,2.18,1.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,26,205.31,2.59,2.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,27,84.38,2.03,3.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,28,176.25,2.25,2.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,29,48.75,1.59,4.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,30,132.19,2.0,2.0,Urban
aotizhongxin,39.9829,116.3974,2014,1,31,61.88,1.47,4.0,Urban
aotizhongxin,39.9829,116.3974,2014,2,1,176.25,1.26,4.0,Urban
aotizhongxin,39.9829,116.3974,2014,2,2,83.44,3.02,2.0,Urban
